(77.65525963276644, 26.487778134256203)
(13.5620154978362, 54.06276210264968)
(53.9983930279569, 44.415623010443625)
(48.89098251123153, 72.98910764128921)
(12.184921340842902, 71.04289484206764)
(86.4938439863274, 80.98508975013064)
(19.054283894471848, 68.48759001103899)
(11.681003119373612, 34.77214941552397)
(25.197866898940124, 70.08697484994947)
(99.80755053098098, 15.092826400858506)
(38.869022815151396, 20.4562186781885)
(78.73809983892261, 97.18607228440274)
(7.338349117199261, 67.68846021319047)
(94.11457166104431, 95.79463784890055)
(62.1347293176726, 44.734620883047135)
(7.215301088551362, 53.52309657461337)
(49.79359739771632, 43.96463272787484)
(42.694223450675814, 63.14983517468793)
(57.62387310430598, 55.03763906703528)
(24.44645981787469, 41.32585908080987)
(43.67543254692092, 94.92480493248964)
(62.5074591519075, 74.5162799511744)
(18.802937770791274, 22.732455371434803)
(85.76873842336495, 26.640842658564935)
(57.642566597156986, 45.38846799941221)
(25.11746120509738, 39.77596816236684)
(69.21500848953882, 97.19058527744464)
(22.21243975370777, 31.891937934492432)
(45.38636929577883, 19.48204266859408)
(82.41075774663422, 19.429558599797726)
(87.61647514586411, 55.91272550931221)
(45.604033372344254, 76.62264891118001)
(73.41798507778753, 97.32157017051823)
(67.20853474947829, 41.92732305413847)
(54.899969746948685, 90.57706112627763)
(45.65599667357609, 18.289092499705507)
(54.94832076467343, 4.644985186939654)
(54.32926066463476, 15.262165866846832)
(42.42511849150733, 66.69798966244454)
(16.613490330671343, 19.317494118397317)
(10.299052046951452, 67.66772469670869)
(76.59972541253185, 97.80106021973717)
(28.997614636870516, 12.469137170572376)
(31.403132503424203, 85.96597836543336)
(82.2133174731847, 50.3819060520322)
(28.57889043637446, 68.29924863379424)
(14.856239848402385, 16.054200355909742)
(48.14262160684496, 37.68291142584144)
(26.92691658443065, 70.2615153664114)
(3.545228162349745, 65.44384182910949)
(36.734389825703275, 82.00439744180407)
(66.01716672710577, 82.44340840384041)
(34.51719757636707, 10.863014757942214)
(13.492694645597803, 75.23581310266353)
(69.55244678466013, 80.97915241761758)
(70.2426278569844, 74.81916838172444)
(56.12612542696943, 18.306437192695512)
(58.90806106031731, 90.78682292072224)
(32.86769087488886, 10.550390568855939)
(67.43347246389598, 56.916113523180556)
(9.392711385432062, 22.864280060047015)
(40.80639893250903, 64.76106082022812)
(36.02291694242348, 6.992385193717343)
(52.78432221895406, 33.5369775986964)
(88.1679027205651, 72.01694805096751)
(93.8655757713094, 77.7850068597717)
(14.214591630791396, 32.12763652099606)
(21.065350370714675, 60.63399282077284)
(13.647067564612625, 40.43505663127986)
(12.00877761313971, 4.21229567608793)
(30.990725448765645, 33.19988389932105)
(2.5895611180964284, 45.82898155433919)
(31.883044056635235, 1.5431799828551251)
(78.5464069704803, 65.1398179342968)
(17.388280750705654, 31.154105105671505)
(33.52921771246557, 64.29001490432243)
(68.47747376170156, 56.15029654827596)
(9.273108056090361, 55.67248546762917)
(94.46271480389447, 22.033386757760496)
(74.7544751339455, 33.444509458983575)
(37.38984160587317, 71.99910966361983)
(78.07209864423444, 68.5282487674928)
(27.098921404509323, 85.97472605423933)
(27.686627145297983, 2.449979652373291)
(26.599561970042952, 57.652026158858675)
(18.49831899679938, 44.94670476802264)
(32.86079659388963, 15.318175395270039)
(51.57529389093148, 45.16588826861753)
(5.699624100290901, 7.5699705059220745)
(53.68705758768345, 42.845384529525965)
(3.013890289107457, 2.5037999082756834)
(93.51397829908697, 34.963109774870496)
(22.535532785838175, 50.88254598041827)
(34.64437559373346, 3.3331653018011)
(34.02030988229656, 62.922303374940405)
(66.1928994584677, 46.502384104523664)
(49.89292224475631, 22.536900029221563)
(89.77322949140051, 73.27399590051797)
(69.23578375594755, 0.7596614000683677)
(14.690986716816223, 25.39423360117056)
(25.24052074458758, 55.95749099595847)
(14.570221544873807, 79.30673498502259)
(27.74688500911292, 35.34506808266067)
(55.50503928414328, 54.344192727682604)
(79.78393010371934, 61.897653308940235)
(84.87912960371183, 62.45121049777707)
(79.3370660797325, 26.03729328255132)
(37.24767469808757, 22.72269782337759)
(88.11509592592235, 50.2467292901611)
(46.250202017152674, 56.81890695850718)
(37.477215841886014, 14.637916541356121)
(54.794689089584395, 53.79939342792189)
(48.681043533888094, 87.9837999139227)
(7.546139714679423, 46.686644277507874)
(71.77009609307125, 88.20427475832844)
(39.44987335419178, 60.866739122254096)
(1.7406684026531782, 49.59944552642699)
(55.29812914784188, 37.79965030984138)
(99.07356067783608, 46.09621031423675)
(46.31916718338971, 40.00367541447019)
(96.26502063695975, 27.85476625043809)
(43.63162395367319, 35.356155767702944)
(79.8510963822472, 35.0471621326471)
(60.28075232323431, 81.25023814614472)
(58.53650064703887, 42.20334625027964)
(1.363813401942049, 18.34635700042829)
(51.62896214654712, 89.91395851025351)
(67.5572045015735, 29.777285448311574)
(77.51535553855499, 52.356665267040604)
(69.47338231740159, 68.83025735062337)
(82.76437836227947, 65.14310499213109)
(67.07928293752535, 0.4970611981785056)
(4.013682980979683, 31.402532640844903)
(63.16598897548719, 37.64277669220124)
(74.22983311419763, 71.66980382185645)
(26.97286029123215, 67.69402235237906)
(58.627444669242394, 32.534220150318625)
(1.0968661109183042, 70.95198841082971)
(23.35769657108274, 48.94036272948921)
(70.0579082486893, 28.222633831680955)
(63.78447671833196, 50.6425014024956)
(66.66710406472134, 94.92396044190443)
(30.550756731327656, 51.83116086230679)
(40.394630954409415, 29.04185991874074)
(51.08664984433435, 81.84454186290743)
(80.36048015361719, 62.1878775838649)
(19.3336441258256, 57.256047904433494)
(36.78346606671021, 79.0091648479754)
(59.379479064970944, 17.010301298607423)
(86.20521387165361, 12.575254208090037)
(40.09486966590421, 57.32049981351739)
(9.553118938525628, 63.92932323207761)
