(90.31, 75.86)
(1.12, 6.4)
(80.22, 41.37)
(41.76, 96.88)
(54.1, 36.12)
(81.94, 57.42)
(50.91, 54.55)
(57.95, 49.67)
(25.84, 80.7)
(63.17, 69.04)
(1.83, 93.15)
(1.57, 17.31)
(5.0, 26.66)
(15.4, 17.29)
(36.24, 0.25)
(65.43, 94.46)
(90.88, 58.07)
(55.49, 7.84)
(1.97, 64.51)
(31.56, 19.03)
(15.87, 0.24)
(39.01, 93.75)
(82.11, 26.97)
(59.13, 17.39)
(80.26, 90.41)
(98.95, 10.47)
(92.6, 60.19)
(15.35, 56.26)
(45.33, 73.36)
(48.49, 81.81)
(34.88, 66.2)
(78.61, 16.51)
(45.73, 36.33)
(8.7, 94.23)
(20.33, 99.39)
(87.21, 55.59)
(29.19, 28.1)
(64.88, 77.52)
(18.25, 64.46)
(29.64, 8.88)
(80.32, 17.59)
(42.85, 84.84)
(72.64, 2.17)
(23.47, 90.18)
(72.47, 87.13)
(70.43, 82.6)
(68.09, 41.34)
(66.38, 18.14)
(16.4, 19.31)
(66.14, 50.18)
(86.7, 45.0)
(35.13, 66.29)
(77.27, 96.18)
(25.53, 23.79)
(18.45, 50.99)
(79.47, 98.3)
(92.44, 66.26)
(60.6, 0.38)
(51.62, 65.35)
(93.26, 46.68)
(1.53, 71.04)
(28.72, 8.47)
(96.47, 19.19)
(47.45, 46.78)
(72.68, 97.27)
(82.84, 36.87)
(11.39, 18.26)
(51.12, 30.52)
(78.5, 90.1)
(89.71, 60.11)
(57.83, 88.88)
(89.82, 86.14)
(10.58, 68.51)
(67.79, 13.78)
(52.52, 17.35)
(68.31, 5.53)
(75.54, 90.5)
(28.36, 26.58)
(73.82, 91.73)
(88.67, 29.11)
(52.56, 34.95)
(67.95, 92.3)
(6.16, 90.18)
(37.53, 32.68)
(52.0, 44.94)
(84.45, 9.37)
(100.0, 85.14)
(81.7, 89.38)
(12.25, 96.1)
(79.25, 61.54)
(29.6, 2.42)
(39.3, 45.59)
(62.66, 31.75)
(30.5, 94.75)
(81.04, 56.55)
(35.18, 67.4)
(60.03, 16.6)
(13.69, 44.56)
(86.88, 32.77)
(34.87, 71.96)
(99.61, 75.42)
(63.25, 67.85)
(67.95, 47.5)
(14.11, 5.64)
(49.57, 86.2)
(55.67, 98.09)
(38.76, 71.94)
(38.35, 39.06)
(6.2, 63.55)
(11.59, 13.18)
(65.62, 33.49)
(39.43, 59.13)
(98.25, 54.33)
(82.08, 13.04)
(92.95, 82.97)
(93.69, 10.91)
(48.69, 24.71)
(19.93, 76.41)
(91.48, 43.76)
(80.47, 73.03)
(4.53, 77.96)
(42.02, 60.23)
(11.76, 20.64)
(76.35, 41.07)
(75.7, 3.04)
(83.7, 28.08)
(80.89, 55.54)
(60.16, 40.96)
(89.12, 38.95)
(90.42, 87.89)
(13.09, 36.26)
(48.0, 63.64)
(68.97, 45.81)
(9.43, 62.2)
(43.16, 0.44)
(90.76, 26.57)
(19.39, 56.98)
(20.14, 18.65)
(86.68, 79.13)
(44.19, 28.15)
(14.59, 12.35)
(98.45, 92.97)
(66.14, 86.32)
(98.31, 45.62)
(83.37, 68.91)
(63.82, 18.72)
(32.06, 24.77)
(7.33, 5.85)
(97.06, 74.4)
(74.68, 92.61)
(48.73, 29.48)
(93.57, 62.21)
(97.89, 16.03)
(21.02, 59.56)
(41.47, 94.95)
(11.29, 11.3)
(38.59, 87.94)
(53.39, 19.27)
(0.76, 15.41)
(1.18, 44.18)
(87.86, 82.81)
(53.56, 44.45)
(71.04, 94.18)
(7.94, 70.08)
(24.57, 20.32)
(12.4, 39.04)
(6.34, 99.1)
(41.94, 8.99)
(0.28, 43.47)
(16.91, 25.21)
(17.28, 40.38)
(76.82, 39.61)
(42.07, 78.6)
(64.47, 16.15)
(69.78, 36.32)
(12.87, 56.88)
(60.09, 7.07)
(55.89, 76.57)
(5.51, 85.08)
(69.6, 48.72)
(65.78, 14.62)
(83.61, 82.42)
(39.09, 0.8)
(79.21, 69.28)
(78.55, 5.62)
(13.45, 44.6)
(99.79, 2.02)
(29.34, 32.5)
(92.48, 47.01)
(65.15, 17.99)
(19.49, 12.82)
(89.99, 12.74)
(19.75, 88.36)
(23.84, 95.0)
(6.76, 44.6)
(41.52, 51.57)
(95.88, 84.04)
(7.65, 50.92)
(6.57, 70.61)
(91.94, 24.38)
