(46.1, 24.57)
(15.38, 79.34)
(53.52, 65.94)
(6.11, 55.92)
(91.81, 12.69)
(51.17, 62.62)
(71.43, 87.57)
(70.94, 41.5)
(82.56, 80.02)
(76.8, 55.39)
(93.67, 38.55)
(33.6, 41.82)
(74.56, 85.09)
(3.61, 24.31)
(85.56, 56.62)
(27.12, 6.49)
(95.26, 35.59)
(0.73, 52.68)
(7.66, 19.64)
(40.26, 73.42)
(91.45, 47.42)
(32.18, 15.66)
(25.47, 42.07)
(89.84, 46.58)
(35.8, 45.32)
(47.02, 75.4)
(97.93, 41.9)
(13.17, 77.7)
(47.53, 93.4)
(33.23, 93.22)
(50.09, 47.74)
(69.07, 21.02)
(33.63, 77.33)
(53.65, 94.75)
(14.57, 17.64)
(50.71, 9.25)
(63.45, 17.38)
(19.17, 57.11)
(83.8, 13.46)
(43.78, 26.96)
(27.19, 34.64)
(44.97, 72.92)
(75.68, 74.88)
(22.03, 23.83)
(65.62, 8.0)
(65.6, 72.67)
(26.04, 25.18)
(6.24, 33.34)
(52.18, 5.26)
(57.1, 30.98)
(31.13, 92.05)
(24.56, 33.81)
(52.86, 59.01)
(4.08, 92.01)
(49.25, 70.8)
(86.62, 40.38)
(88.63, 7.6)
(13.58, 39.18)
(54.31, 72.78)
(12.65, 51.23)
(77.8, 20.65)
(55.63, 90.4)
(19.49, 12.19)
(70.91, 14.53)
(68.34, 43.85)
(46.64, 56.08)
(45.88, 93.47)
(44.87, 41.15)
(7.03, 92.31)
(18.59, 44.79)
(37.33, 27.57)
(98.7, 53.7)
(24.7, 5.28)
(38.0, 38.12)
(8.55, 50.57)
(69.11, 21.59)
(28.12, 10.43)
(30.01, 64.37)
(17.99, 25.1)
(14.63, 45.03)
(90.04, 5.42)
(30.42, 18.35)
(29.48, 77.47)
(70.42, 11.53)
(97.2, 30.43)
(78.11, 6.62)
(47.91, 95.49)
(57.06, 87.13)
(50.24, 42.21)
(47.3, 57.53)
(96.86, 65.94)
(27.52, 92.3)
(83.32, 47.99)
(67.65, 66.77)
(59.41, 79.04)
(73.29, 50.36)
(65.92, 47.9)
(83.54, 57.21)
(44.21, 32.01)
(80.72, 37.98)
(27.73, 61.33)
(68.26, 53.16)
(7.31, 96.84)
(35.84, 99.87)
(68.24, 1.82)
(79.64, 66.93)
(91.94, 63.83)
(61.59, 24.07)
(88.64, 82.03)
(40.23, 7.56)
(45.76, 50.12)
(5.92, 76.93)
(12.34, 48.0)
(72.04, 33.54)
(54.87, 75.6)
(8.41, 5.29)
(86.39, 79.64)
(11.41, 13.35)
(54.82, 56.43)
(63.12, 91.05)
(86.07, 89.13)
(48.93, 15.05)
(22.74, 52.87)
(98.08, 15.88)
(7.67, 69.62)
(71.48, 95.93)
(89.54, 26.44)
(91.15, 87.82)
(82.44, 5.19)
(64.69, 3.05)
(14.59, 79.38)
(62.49, 72.94)
(56.31, 22.0)
(53.62, 53.51)
(29.94, 16.69)
(74.58, 53.28)
(29.31, 60.89)
(66.53, 66.54)
(92.62, 89.11)
(13.61, 78.42)
(2.26, 28.55)
(11.37, 47.58)
(78.73, 13.67)
(98.75, 86.75)
(78.43, 97.22)
(98.06, 51.57)
(6.13, 84.3)
(15.93, 52.01)
(56.68, 89.8)
(15.62, 8.06)
(9.67, 21.12)
(4.32, 13.98)
(73.92, 37.47)
(36.75, 66.67)
(48.51, 31.14)
(4.2, 39.44)
(99.53, 97.75)
(90.22, 47.4)
(75.13, 22.3)
(63.64, 15.77)
(19.98, 17.16)
(53.61, 93.43)
(83.71, 74.09)
(55.93, 87.07)
(3.26, 97.42)
(82.33, 69.95)
(48.2, 57.93)
(54.01, 11.83)
(67.37, 26.47)
(56.74, 5.53)
(74.76, 80.81)
(19.67, 27.85)
(50.01, 14.8)
(1.18, 25.36)
(89.72, 36.31)
(61.07, 47.81)
(61.18, 58.45)
(44.72, 93.44)
(40.08, 49.84)
(69.82, 21.68)
(91.1, 21.51)
(71.68, 82.03)
(30.0, 98.29)
(84.71, 90.48)
(31.78, 51.41)
(59.59, 69.59)
(72.93, 88.88)
(88.35, 21.44)
(63.46, 22.07)
(52.52, 35.16)
(49.83, 51.13)
(77.55, 14.04)
(89.1, 92.58)
(63.3, 70.54)
(2.04, 68.08)
(91.22, 3.29)
(50.43, 98.7)
(63.24, 96.63)
(80.39, 14.26)
(75.55, 99.88)
